asset_id,asset_name,display_name,description,image,wide_image
-2125634926,DA_OI_Outfit_Expeditioner_Goggles_On,On,,,
-2124548786,DA_Item_Salvage_Mat_Baron_Cloth,Tattered ARC Lining,Can be recycled into crafting materials.,images/Game/Pioneer/Items/Salvage/Mat_Baron_Cloth/T_UI_Icon_Salvage_Mat_Baron_Cloth.png,
-2124540308,DA_QuestArea_FrozenTrails_FallenARCLeg_03,Fallen Collector,Fallen Collector,,
-2124528878,DA_OI_Outfit_Dweller_Bag_Off,Off,,,
-2124317069,DA_RaiderProject_Secondary,,,images/Game/Pioneer/UI/Assets/Images/Unlocks/T_UI_UnlockIImage_WeatherMonitor_16_09.png,images/Game/Pioneer/UI/Assets/Images/Unlocks/T_UI_UnlockIImage_WeatherMonitor_16_09.png
-2123070117,DA_Persistence_QuestImage_CollisionCourse,,,images/Game/Pioneer/UI/Assets/Images/Quests/1024x479/Apr/T_UI_CollisionCourse.png,images/Game/Pioneer/UI/Assets/Images/Quests/1024x479/Apr/T_UI_CollisionCourse.png
-2122424799,DA_OI_Outfit_Loomer_Fur,Fur,,,
-2121438012,DA_OI_BackpackCharm_Radio_01_A,Radio,,images/Game/Pioneer/Items/Characters/Skins/BackpackCharm/Radio_01_A/T_UI_Icon_BackpackCharm_Radio_01_A.png,
-2121050171,DA_Inventory_ContainerSlot_Stash,Stash,,,
-2120999451,DA_OI_Outfit_FighterPilot_Headgear_Off,Off,,,
-2118959779,DA_OI_BackpackCharm_Lemons_01_A,Lemons,,images/Game/Pioneer/Items/Characters/Skins/BackpackCharm/Lemons_01_A/T_UI_Icon_BackpackCharm_Lemons_01_A.png,
-2118490413,DA_Persistence_GenericMedia_Codex_Toledo_Speranza_Landscape,,,images/Game/Pioneer/UI/Assets/Images/Codex/WithinEntry/T_UI_Codex_Toledo_Speranza_Landscape.png,
-2118305709,DA_Item_Recipe_Recipe_ExtendedShotgunMag_03,Extended Shotgun Mag III Blueprint,,images/Game/Pioneer/Items/Shared/T_UI_Icon_Recipe.png,
-2117381160,DA_OI_Unlock_CraftVitaSpray,,,,
-2114264355,DA_QuestArea_POI_Spaceport_SecurityCheckpoints,Security Checkpoint,Security Checkpoint,,
-2114213383,DA_Inventory_LF_Utility_T1_ContainerSlot_Weapon2,Secondary Weapon,,,
-2113928619,DA_OI_Outfit_Cosmonaut_MeshToggle1,Gauge Box,,,
-2113309921,DA_Item_Recipe_Recipe_AngledGrip_03,Angled Grip III Blueprint,,images/Game/Pioneer/Items/Shared/T_UI_Icon_Recipe.png,
-2113221072,DA_Item_Salvage_Mat_Baron_Oil,Dried-Out ARC Resin,Can be recycled into crafting materials.,images/Game/Pioneer/Items/Salvage/Mat_Baron_Oil/T_UI_Icon_Salvage_Mat_Baron_Oil.png,
-2112699586,DA_OI_RoosterOutfit_AgileAstronaut,Astronaut Helmet,,images/Game/Pioneer/Items/Characters/Skins/RoosterOutfit/AgileAstronaut/T_UI_Icon_RoosterOutfit_AgileAstronaut.png,
-2112257047,DA_PurchasableOffer_Skin_Backpack_Utility1,Engineer Backpack,,images/Game/Pioneer/Items/Characters/Skins/BackpackContainer/Utility/T_UI_BackpackContainer_Utility.png,
-2110969419,DA_OI_Outfit_Drafty_Headgear,Headgear,,,
-2110894888,DA_OI_Outfit_AntlerShaman_Color_OrangeWhite,Orange White,,images/Game/Pioneer/Items/Characters/Skins/Outfit/AntlerShaman/MI_CharacterColorSchemeIcon_Outfit_AntlerShaman_Color_OrangeWhite.png,
-2110472988,DA_QuestArea_Spaceport_JiangsuWarehouse_LockedRoom,Jiangsu Warehouse Locked Room,Jiangsu Warehouse Locked Room,,
-2109745799,DA_Inventory_LF_Standard,,,,
-2108890624,DA_OI_Outfit_Lemans_Headgear_On,On,,,
-2107811235,DA_OI_Outfit_WastelandRebel_Color,Color,,,
-2107216081,DA_OI_Outfit_Huntsman_MeshToggle1_On,On,,,
-2107184721,DA_OI_Hair_Mullet_Color_Brown,Brown,,images/Game/Pioneer/Items/Characters/Skins/Hair/MI_CharacterColorSchemeIcon_Hair_Color_Brown.png,
-2106962698,DA_Persistence_GenericMedia_Codex_Apollo_Alt,,,images/Game/Pioneer/UI/Assets/Images/Codex/EntryTile/T_UI_Codex_Apollo_Alt.png,
-2105475031,DA_Inventory_LF_Looting_T2_ContainerItem_SafePocket,Safe Pocket,,,
-2104108661,DA_Inventory_LF_Mobility_ContainerSlot_Backpack,Backpack,,,
-2103695047,DA_OI_Hair_BobSlick_Color_Red,Red,,images/Game/Pioneer/Items/Characters/Skins/Hair/MI_CharacterColorSchemeIcon_Hair_Color_Red.png,
-2103368401,DA_Item_Salvage_MountainCompound_UtilityKey1,Stella Montis Security Checkpoint Key,Unlocks a door in the Security Checkpoint in Stella Montis,images/Game/Pioneer/Items/Shared/StellaMontisKey/T_UI_Icon_Salvage_MountainCompound_UtilityKey.png,
-2102242465,DA_OI_Outfit_AgileAstronaut_Color,Color,,,
-2101737458,DA_Persistence_QuestImage_TrialsDestroyPops,,,images/Game/Pioneer/UI/Assets/Images/Quests/Trials/T_UI_TrialsDestroyPops.png,
-2101460711,DA_OI_Outfit_Nova_MeshToggle1_On,On,,,
-2101241585,DA_OI_Outfit_NomadShroud,Rawhide,,images/Game/Pioneer/Items/Characters/Skins/Outfit/NomadShroud/T_UI_Icon_Outfit_NomadShroud.png,
-2100970921,DA_OI_Outfit_Aviator_Color_BlackWhite,Black White,,images/Game/Pioneer/Items/Characters/Skins/Outfit/Aviator/MI_CharacterColorSchemeIcon_Outfit_Aviator_Color_BlackWhite.png,
-2099127997,DA_Persistence_QuestImage_Final_Arc_Part_One,,,images/Game/Pioneer/UI/Assets/Images/Quests/936x620/T_UI_Final_Arc_Part_One.png,images/Game/Pioneer/UI/Assets/Images/Quests/936x620/T_UI_Final_Arc_Part_One.png
-2097404337,DA_Item_Armor_MediumBody,Medium Shield,A standard shield that blocks a medium portion of incoming damage at a moderate cost to mobility.,images/Game/Pioneer/Items/Armor/MediumBody/T_UI_Icon_Armor_MediumBody.png,
-2096955525,DA_OI_BackpackAttachment_Maps_01_A,Maps,,images/Game/Pioneer/Items/Characters/Skins/BackpackAttachment/Maps_01_A/T_UI_Icon_BackpackAttachment_Maps_01_A.png,
-2095596285,DA_Item_WeaponMod_Stock_Lightweight_01,Lightweight Stock,Moderately improves ADS & draw speed.,images/Game/Pioneer/Items/WeaponMod/Stock_Lightweight_01/T_UI_Icon_WeaponMod_Stock_Lightweight_01.png,
-2095523250,DA_QuestArea_EnelicaBuildings,EnelicaBulding,EnelicaBulding,,
-2092469445,DA_OI_Outfit_Dweller_Gasmask,Gas Mask,,,
-2091412102,DA_Inventory_LF_Utility_FreeLoadout_ContainerSlot_Weapon1,Primary Weapon,,,
-2089527755,DA_InteractionQuest_Spaceport_ControlTower1_1,,,,
-2089523165,DA_Item_Salvage_Coolant,Coolant,Can be recycled into crafting materials.,images/Game/Pioneer/Items/Salvage/Coolant/T_UI_Icon_Salvage_Coolant.png,
-2089362834,DA_QuestArea_Spaceport_BunkerInterior,Bunker Interior,Bunker Interior,,
-2088267260,DA_Inventory_LF_Utility_T3_Healing_ContainerItem_Belt,Quick Use,,,
-2088262734,DA_OI_Outfit_Lemans,Ryder,,images/Game/Pioneer/Items/Characters/Skins/Outfit/Lemans/T_UI_Icon_Outfit_Lemans.png,
-2087334800,DA_Item_Salvage_Statuette_01,Statuette,Worth a small fortune.,images/Game/Pioneer/Items/Salvage/Statuette_01/T_UI_Icon_Salvage_Statuette_01.png,
-2085450547,DA_Item_CrashPad,Crash Mat,"A throwable emergency landing device, to soften some heavy landings.",images/Game/Pioneer/Items/Throwable/CrashPad/T_UI_Icon_CrashPad.png,
-2084888679,DA_OI_Outfit_TickHunter_MeshToggle4_Off,Off,,,
-2084412649,DA_OI_Face_Face_19_Pio,Face 16,,images/Game/Pioneer/Items/Characters/Skins/Face/Face_19_Pio/T_UI_Icon_Face_Face_19_Pio.png,
-2082046880,DA_Item_Salvage_Quest_AivasPatch,Major Aiva's Patch,"A torn patch, found amidst rubble and ruin.",images/Game/Pioneer/Items/Salvage/Quest_AivasPatch/T_UI_Icon_Salvage_Quest_AivasPatch.png,
-2080558679,DA_InteractQuest_LootHusk_Rocketeer,,,,
-2076477526,DA_Inventory_LF_Utility_T3_Smoke_ContainerItem_Weapon1,Primary Weapon,,,
-2076001543,DA_Inventory_LF_Rookie_ContainerSlot_Melee,Melee,,,
-2075859127,DA_OI_FaceStyle_AcneScar,Acne Scar,,images/Game/Pioneer/Items/Characters/Skins/FaceStyle/AcneScar/T_UI_Icon_FaceStyle_AcneScar.png,
-2075359538,DA_Inventory_LF_Medic_ContainerItem_Weapon1,Primary Weapon,,,
-2075237908,DA_OI_Outfit_Drafty_Color_GreenBlack,Grounded Green,,images/Game/Pioneer/Items/Characters/Skins/Outfit/Drafty/MI_CharacterColorSchemeIcon_Outfit_Drafty_Color_GreenBlack.png,
-2074911519,DA_OI_Outfit_TheKid_MeshToggle1_Off,Off,,,
-2074531633,DA_Item_Recipe_ImpulseMineRecipe,Pulse Mine Blueprint,,images/Game/Pioneer/Items/Shared/T_UI_Icon_Recipe.png,
-2073971718,DA_PurchasableOffer_RyderYellow,Ryder,,images/Game/Pioneer/UI/Assets/Images/Battlepass/Skins/PurchasableOffer_Ryder_OutfitYellow_1-2.png,
-2072949255,DA_InteractQuest_Wheat2_1,,,,
-2072781892,DA_OI_Outfit_Helix_Helmet_Off,Off,,,
-2069842691,DA_OI_BackpackContainer_Scout_Color_White,White,,images/Game/Pioneer/Items/Characters/Skins/BackpackContainer/Scout/MI_CharacterColorSchemeIcon_DA_OI_BackpackContainer_Scout_Color_White.png,
-2067768957,DA_Item_Recipe_Recipe_Silencer_02,Silencer II Blueprint,,images/Game/Pioneer/Items/Shared/T_UI_Icon_Recipe.png,
-2067321907,DA_OI_Outfit_Flamethrower_Armor_On,On,,,
-2065625408,DA_OI_Outfit_Moonball_MeshToggle3,String Ties,,,
-2065295200,DA_OI_Outfit_NomadShroud_Color_GreenCamo,Yellow Camo,,images/Game/Pioneer/Items/Characters/Skins/Outfit/NomadShroud/MI_CharacterColorSchemeIcon_Outfit_NomadShroud_Color_GreenCamo.png,
-2064796183,DA_Item_Salvage_Trinket_BoatModel_E_02,"""Sirena Dorata"" Ship Model","With the Mediterranean sun glistening off its hull, this vibrant yacht is the timeless epitome of saltwater splendour.",images/Game/Pioneer/Items/Shared/BoatModels_01/T_UI_Icon_Salvage_Trinket_BoatModel_E.png,
-2064468470,DA_Emote_ThinkAboutIt_00,Think About It,,images/Game/Pioneer/Items/Emotes/ThinkAboutIt_00/T_UI_Icon_Emote_ThinkAboutIt_00.png,
-2063286985,DA_OI_BattlePass_ShutteredStorefront,Shuttered Storefront,,images/Game/Pioneer/UI/Assets/Images/Battlepass/Overview/ArcRaiders_BattlepassArt_BP1_Tile.png,images/Game/Pioneer/UI/Assets/Images/Battlepass/Overview/ArcRaiders_BattlepassArt_TT2_BP1_Background.png
-2063257818,DA_OI_Outfit_Stealth_ClimbingGear_On,On,,,
-2063131016,DA_OI_Outfit_Popstar_Epaulette_Off,Off,,,
-2062550738,DA_PurchasableOffer_Weapon_Vulcano,Vulcano,,images/Game/Pioneer/Items/Firearms/Shotgun_SemiAuto_01/T_UI_Icon_Shotgun_SemiAuto_01_T3.png,
-2058707610,DA_OI_Outfit_Vanguard_MeshToggle3,Leg Pouch,,,
-2057984878,DA_OI_BackpackContainer_WaterTank,Hydrologist,,images/Game/Pioneer/Items/Characters/Skins/BackpackContainer/WaterTank/T_UI_Icon_BackpackContainer_WaterTank.png,
-2057789761,DA_QuestArea_RaiderCamp,Raider Camp,Raider Camp,,
-2055560736,DA_OI_Outfit_HiTechHiker_MeshToggle4_On,On,,,
-2054621793,DA_Redirector_Pistol_01_T1,Burletta,Has decent damage output and accuracy.,images/Game/Pioneer/Items/Firearms/Pistol_01/T_UI_Icon_Pistol_01_T1.png,images/Game/Pioneer/Items/Firearms/Pistol_01/T_UI_Icon_Pistol_01_BigIcon_T1.png
-2053518872,DA_OI_Outfit_NomadShroud_Vest_On,On,,,
-2052547103,DA_Inventory_LF_Combat_FreeLoadout_ContainerItem_Melee,Melee,,,
-2049419835,DA_InteractQuest_CleanDream1_1,,,,
-2049110600,DA_Inventory_LF_Utility_T3_Healing_ContainerSlot_Backpack,Backpack,,,
-2048050889,DA_Item_Salvage_Rubber,Rubber Parts,Used to craft a wide range of items.,images/Game/Pioneer/Items/Salvage/Rubber/T_UI_Icon_Salvage_Rubber.png,
-2047792735,DA_Item_Salvage_MountainCompound_UtilityKey4,Stella Montis Assembly Admin Key,Unlocks a door in Assembly in Stella Montis,images/Game/Pioneer/Items/Shared/StellaMontisKey/T_UI_Icon_Salvage_MountainCompound_UtilityKey.png,
-2047324821,DA_QuestArea_TheStorm_FindShelter,Find shelter,Find shelter,,
-2044310444,DA_OI_Outfit_GWRanger_MeshToggle2,Scarf,,,
-2044075450,DA_Persistence_QuestImage_FragmentedLogs,,,images/Game/Pioneer/UI/Assets/Images/Quests/1024x479/Mar/T_UI_FragmentedLogs.png,images/Game/Pioneer/UI/Assets/Images/Quests/1024x479/Mar/T_UI_FragmentedLogs.png
-2041569455,DA_OI_BackpackAttachment_GasCanister_02_A,Pressurizer,,images/Game/Pioneer/Items/Characters/Skins/BackpackAttachment/GasCanister_02_A/T_UI_Icon_BackpackAttachment_GasCanister_02_A.png,
-2038332178,DA_PurchasableOffer_CastAwaySet,The Castaway Set,"The loner of the sea, the Castaway has long since abandoned rank and allegiance. Unpredictable and always self-reliant, the Castaway is for the Raider who can survive being left behind.",images/Game/Pioneer/UI/Assets/Store_2/Store_2_Thumbnails/T_UI_StoreTile_Castaway_9-16_Thumbnail.png,
-2037595939,DA_Persistence_BattlepassGridLayout_Layout_8_1H_7,,,images/Game/Pioneer/UI/Assets/BattlepassLayouts/Layout_8_1H_7.png,
-2036686649,DA_OI_Outfit_AbandonedAstronaut_MeshToggle2,Scanner,,,
-2036033629,DA_OI_Outfit_Fencer_Color,Color,,,
-2035840261,DA_Item_StunGrenade,Showstopper,"A grenade that detonates after a delay, stunning enemies within its radius.",images/Game/Pioneer/Items/_GENERATED_/ExplosionThrowable/StunGrenade/T_UI_Icon_StunGrenade.png,
-2034992061,DA_OI_FaceStyle_EyeBand,Eye Band,,images/Game/Pioneer/Items/Characters/Skins/FaceStyle/EyeBand/T_UI_Icon_FaceStyle_EyeBand.png,
-2034536159,DA_OI_Hair_RecedeMessy_Color_Grey,Gray,,images/Game/Pioneer/Items/Characters/Skins/Hair/MI_CharacterColorSchemeIcon_Hair_Color_Grey.png,
-2033011269,DA_PurchasableOffer_VulpineSet,The Vulpine Set,"The uniform of the huntsman. Worn by trackers who rely on stealth and cunning, the Vulpine Set blends into the forested ruins and overgrown fields of the Rust Belt. Its muted leathers, careful cuts, and fox pelt hat make the outfit a perfect choice for a surprise attack.",images/Game/Pioneer/UI/Assets/Store_2/Store_2_Thumbnails/T_UI_StoreTile_Vulpine_9_16_Thumbnail.png,
-2031249980,DA_SessionMod_Loot_RarityCommon,Loot Drop Rarity Common,Loot Drop Rarity Common,,
-2030991977,DA_OI_Outfit_Hoplomachus,Triumph,,images/Game/Pioneer/Items/Characters/Skins/Outfit/Hoplomachus/T_UI_Icon_Outfit_Hoplomachus.png,
-2029567763,DA_OI_Outfit_Macrame_MeshToggle1,Mask,,,
-2026353740,DA_OI_Outfit_Ghillie_MeshToggle1_On,On,,,
-2025344611,DA_OI_Unlock_CraftExtendedShotgunMagIII,,,,
-2024805679,DA_Level_MountainCompound,Stella Montis,"A secluded research facility amidst snow-draped peaks, Stella Montis is said to have been the last bulwark of humanity's preservation.",images/Game/Pioneer/UI/Assets/Locations/T_UI_Location_StellaMontis.png,images/Game/Pioneer/UI/Assets/Locations/T_UI_Location_StellaMontis.png
-2022071887,DA_OI_Unlock_Unlock10Rounds,,,,
-2020484050,DA_SessionMod_Weather_RivenTides_SandStorm,,,,
-2019875683,DA_Item_Salvage_Quest_RaiderFlag,Raider Flag,"Sun-bleached and wrinkled, yet dignified all the same.",images/Game/Pioneer/Items/Salvage/Quest_RaiderFlag/T_UI_Icon_Salvage_Quest_RaiderFlag.png,
-2019836631,DA_PurchasableOffer_StaticSet,The Static Set,"Crafted for those who dedicate themselves to understanding the hidden currents of the world. Layers of padding protect the wearer from their own ambitions, while trailing wires stand as a reminder that discovery often begins with failure.",images/Game/Pioneer/UI/Assets/Store_2/Store_2_Thumbnails/T_UI_StoreTile_Static_9_16__Thumbnail.png,images/Game/Pioneer/UI/Assets/Store_2/Bundles_Outfit/16_9/T_UI_StoreTile_Static_16_9.png
-2018598597,DA_Inventory_ExpeditionStashContainer_T01,Stash,,,
-2017114606,DA_OI_Outfit_Aviator_Scarf,Scarf,,,
-2016539036,DA_OI_Outfit_Janitor_Color_White,White Indigo,,images/Game/Pioneer/Items/Characters/Skins/Outfit/Janitor/MI_CharacterColorSchemeIcon_Outfit_Janitor_Color_White.png,
-2016104513,DA_OI_Outfit_Sport_MeshToggle2_On,On,,,
-2015849295,DA_OI_BackpackAttachment_BoxingGloves_01_A,Boxing Gloves,,images/Game/Pioneer/Items/Characters/Skins/BackpackAttachment/BoxingGloves_01_A/T_UI_Icon_BackpackAttachment_BoxingGloves_01_A.png,
-2015658237,DA_OI_Outfit_AntlerShaman_Color_WhiteBlack,White Black,,images/Game/Pioneer/Items/Characters/Skins/Outfit/AntlerShaman/MI_CharacterColorSchemeIcon_Outfit_AntlerShaman_Color_WhiteBlack.png,
-2015224878,DA_Item_Currency_SubwayPromoC,Merits,,images/Game/Pioneer/UI/Assets/ItemCategories/T_UI_ItemCategory_Currency.png,
-2014230306,DA_Item_Consumable_Mushroom,Mushroom,Can be consumed to regain a small amount of health.,images/Game/Pioneer/Items/Consumables/Mushroom/T_UI_Icon_Consumable_Mushroom.png,
-2014032577,DA_InteractQuest_BuriedCity_EastTower_Switch1_1,,,,
-2013876787,DA_Persistence_QuestImage_NightRaid,,,images/Game/Pioneer/UI/Assets/Images/Quests/856x1380/T_UI_NightRaid_Big.png,images/Game/Pioneer/UI/Assets/Images/Quests/856x400/T_UI_NightRaid_Collapsed.png
-2013169557,DA_QuestArea_RT_POI_Seabed,Seabed,Seabed,,
-2012443122,DA_OI_Outfit_Pauldroid_Goggles,Goggles,,,
-2011391235,DA_Item_Pistol_HighPower_01,Venator,Fires two shots at a time.,images/Game/Pioneer/Items/Firearms/Pistol_HighPower_01/T_UI_Icon_Pistol_HighPower_01_T3.png,images/Game/Pioneer/Items/Firearms/Pistol_HighPower_01/T_UI_Icon_Pistol_HighPower_01_Big_A_T3.png
-2010176884,DA_OI_Unlock_RaiderProject_SatelliteDish_Rounds,High-Gain Antenna,,images/Game/Pioneer/UI/Assets/Images/Unlocks/T_UI_UnlockImage_Project_SatelliteDish.png,
-2009357967,DA_Persistence_XP_Combat_Baron_Slayer,,TrBaron Slayer,,
-2008721012,DA_Persistence_QuestImage_MajorsFootlocker,,,images/Game/Pioneer/UI/Assets/Images/Quests/T_UI_MajorsFootlocker.png,images/Game/Pioneer/UI/Assets/Images/Quests/T_UI_MajorsFootlocker.png
-2008314363,DA_OI_Outfit_Stealth_MeshToggle1_On,On,,,
-2008308189,DA_OI_Outfit_Cosmonaut,Luna,,images/Game/Pioneer/Items/Characters/Skins/Outfit/Cosmonaut/T_UI_Icon_Outfit_Cosmonaut.png,
-2007993821,DA_OI_BackpackCharm_Enamel_01_A,Scrappy Enamel Charm,,images/Game/Pioneer/Items/Characters/Skins/BackpackCharm/Enamel_01_A/T_UI_Icon_BackpackCharm_Enamel_01_A.png,
-2007835076,DA_Redirector_SMG_LowTier_01_T2,Stitcher,"Has a good damage output, but has a low fire-rate for an SMG, and can be hard to control.",images/Game/Pioneer/Items/Firearms/SMG_LowTier_01/T_UI_Icon_SMG_LowTier_01_T2.png,images/Game/Pioneer/Items/Firearms/SMG_LowTier_01/T_UI_Icon_SMG_LowTier_01_Big_A_T2.png
-2005124131,DA_Item_AssaultRifle_Burst_01,Arpeggio,Has decent damage output and accuracy.,images/Game/Pioneer/Items/Firearms/AssaultRifle_Burst_01/T_UI_Icon_AssaultRifle_Burst_01_T3.png,images/Game/Pioneer/Items/Firearms/AssaultRifle_Burst_01/T_UI_Icon_AssaultRifle_Burst_01_Big_A_T3.png
-2004748456,DA_Inventory_LF_Looting_T3_DBNO_ContainerItem_SafePocket,Safe Pocket,,,
-2003918336,DA_OI_Outfit_ShockWarden_MeshToggle2_On,On,,,
-2000021800,DA_OI_Outfit_Orvax_Armor,Armor,,,
-1999862955,DA_OI_Outfit_Jukebox_MeshToggle3_Off,Off,,,
-1998796556,DA_InteractQuest_LootProbeCourierAssessor,,,,
-1997648523,DA_Item_Salvage_SampleCleaner,Sample Cleaner,Can be recycled into crafting materials.,images/Game/Pioneer/Items/Salvage/SampleCleaner/T_UI_Icon_Salvage_SampleCleaner.png,
-1996674117,DA_OI_BackpackCharm_None,None,,images/Game/Pioneer/UI/Assets/Icons/T_UI_Category_None.png,
-1996442482,DA_Item_LaserTrap_DoTGrenade,Blaze Grenade Trap,A laser trip wire that detonates a Blaze Grenade.,images/Game/Pioneer/Items/Deployables/LaserTrap_DoTGrenade/T_UI_Icon_LaserTrap_DoTGrenade_A.png,
-1996072223,DA_PurchasableOffer_ReaverSet,The Reaver Set,"The Rust Belt breeds all kinds of hunters; the battleground-prowling Reaver is the one everything else routes around. Approach uninvited, and you'll find out the antlers aren't just for show.",images/Game/Pioneer/UI/Assets/Store_2/Store_2_Thumbnails/T_UI_StoreTile_Reaver_9_16_DLC_Thumbnail.png,images/Game/Pioneer/UI/Assets/Store_2/Bundles_DLC/T_UI_StoreTile_Reaver_16_9_DLC.png
-1994200966,DA_Item_Salvage_Mat_Damaged_ARC_Core,Damaged ARC Powercell,Can be recycled into crafting materials.,images/Game/Pioneer/Items/Salvage/Mat_Damaged_ARC_Core/T_UI_Icon_Salvage_Mat_Damaged_ARC_Core.png,
-1993289304,DA_InteractQuest_LootResupply,,,,
-1993154976,DA_Persistence_GenericMedia_LiveEvent_MapUnlock,,,images/Game/Pioneer/UI/Assets/Locations/T_UI_Location_StellaMontis.png,images/Game/Pioneer/UI/Assets/Locations/T_UI_Location_StellaMontis.png
-1992716328,DA_OI_Outfit_Popstar_Helmet-ChinGuard,Chin Guard,,,
-1991114818,DA_OI_Outfit_Expeditioner_MeshToggle1_On,On,,,
-1990983588,DA_Inventory_LF_Looting_FreeLoadout_ContainerSlot_Weapon1,Primary Weapon,,,
-1990910379,DA_Inventory_LF_Utility_T3_Defensive_ContainerSlot_Backpack,Backpack,,,
-1989811907,DA_Persistence_QuestImage_TrialsThermalRocksToxicSwamp,,,images/Game/Pioneer/UI/Assets/Images/Quests/Trials/T_UI_TrialsThermalRocksToxicSwamp.png,
-1989783211,DA_OI_Outfit_HiTechHiker_Color_Orange,Orange,,images/Game/Pioneer/Items/Characters/Skins/Outfit/HiTechHiker/MI_CharacterColorSchemeIcon_Outfit_HiTechHiker_Color_Orange.png,
-1989158897,DA_Inventory_LF_Looting_T1_ContainerItem_Melee,Melee,,,
-1986209291,DA_OI_Hair_CurlyShort_Color_Grey,Gray,,images/Game/Pioneer/Items/Characters/Skins/Hair/MI_CharacterColorSchemeIcon_Hair_Color_Grey.png,
-1986014310,DA_OI_Outfit_Vale_Color,Color,,,
-1983989674,DA_Item_Salvage_Quest_Official_Shutdown_Documentation,Official Shutdown Documentation,Top-secret protocols outlining the shutdown of Project Heartwood.,images/Game/Pioneer/Items/Salvage/Quest_Official_Shutdown_Documentation/T_UI_Icon_Salvage_Quest_Official_Shutdown_Documentation.png,
-1983962378,DA_QuestArea_POI_TheDam_TestingAnnex,Testing Annex,Testing Annex,,
-1983923434,DA_OI_Outfit_ShroudHorns_Color_BlackGold,Black Gold,,images/Game/Pioneer/Items/Characters/Skins/Outfit/ShroudHorns/MI_CharacterColorSchemeIcon_Outfit_ShroudHorns_Color_BlackGold.png,
-1983838015,DA_OI_Outfit_Enforcer_Gasmask_On,On,,,
