asset_id,locale,display_name,description
-1166795672,ru,«Королева»,
-1166795672,tr,Kraliçe,
-1166795672,zh_hans,“女王”,
-1166795672,zh_hant,女王,
-1562077677,de,Aufklärer,
-1562077677,es,Vigía,
-1562077677,fr,Observateur,
-1562077677,ja,スポッター,
-1562077677,ko,스포터,
-1562077677,pl,Czuwacz,
-1562077677,pt_br,Olheiro,
-1562077677,ru,«Наводчик»,
-1562077677,tr,Gözleyici,
-1562077677,zh_hans,“侦察员”,
-1562077677,zh_hant,探子,
1143392102,de,ARC-Beobachter,
1143392102,es,Vigilante ARC,
1143392102,fr,Guetteur ARC,
1143392102,it,Supervisore ARC,
1143392102,ja,ARC サーベイヤー,
1143392102,ko,아크 서베이어,
1143392102,pl,Szperacz ARC,
1143392102,pt_br,Inspetor ARC,
1143392102,ru,«Наблюдатель»,
1143392102,tr,ARC Gözetleyicisi,
1143392102,zh_hans,ARC“勘测师”,
1143392102,zh_hant,ARC勘查員,
-1780443771,de,Komet,
-1780443771,es,Cometa,
-1780443771,fr,Comète,
-1780443771,it,Cometa,
-1780443771,ja,コメット,
-1780443771,ko,코멧,
-1780443771,pl,Kometa,
-1780443771,pt_br,Cometa,
-1780443771,ru,«Комета»,
-1780443771,tr,Kuyruklu Yıldız,
-1780443771,zh_hans,“彗星”,
-1780443771,zh_hant,彗星,
299263764,de,Feuerball,
299263764,es,Esferígneo,
299263764,fr,Bolide,
299263764,it,Sfera infuocata,
299263764,ja,ファイアボール,
299263764,ko,파이어볼,
299263764,pl,Ogniomiot,
299263764,pt_br,Bola de Fogo,
299263764,ru,«Огнешар»,
299263764,tr,Ateş Topu,
299263764,zh_hans,“火球”,
299263764,zh_hant,火球,
-504231823,es,Tronador,
-504231823,ja,ポップ,
-504231823,ko,팝,
-504231823,pl,Trzaskacz,
-504231823,pt_br,Estalinho,
-504231823,ru,«Взрывобот»,
-504231823,tr,Patlayıcı,
-504231823,zh_hans,“爆爆”,
-504231823,zh_hant,氣泡,
2015925366,de,Schredder,
2015925366,es,Triturador,
2015925366,fr,Déchiqueteuse,
2015925366,it,Trituratore,
2015925366,ja,シュレッダー,
2015925366,ko,슈레더,
2015925366,pl,Siekacz,
2015925366,pt_br,Triturador,
2015925366,ru,«Измельчитель»,
2015925366,tr,Öğütücü,
2015925366,zh_hans,“粉碎者”,
2015925366,zh_hant,切碎機,
-1122989322,de,Wächter,
-1122989322,es,Centinela,
-1122989322,fr,Sentinelle,
-1122989322,it,Sentinella,
-1122989322,ja,センチネル,
-1122989322,ko,센티넬,
-1122989322,pl,Strażnik,
-1122989322,pt_br,Sentinela,
-1122989322,ru,«Часовой»,
-1122989322,tr,Nöbetçi,
-1122989322,zh_hans,“哨卫”,
-1122989322,zh_hant,哨兵,
1786451563,de,Spitzel,
1786451563,es,Delator,
1786451563,fr,Mouchard,
1786451563,it,Spia,
1786451563,ja,スニッチ,
1786451563,ko,스니치,
1786451563,pl,Kapuś,
1786451563,pt_br,Dedo-duro,
1786451563,ru,«Стукач»,
1786451563,tr,Muhbir,
1786451563,zh_hans,“告密者”,
1786451563,zh_hant,告密者,
-688136541,de,Spitzel,
-688136541,es,Delator,
-688136541,fr,Mouchard,
-688136541,it,Spia,
-688136541,ja,スニッチ,
-688136541,ko,스니치,
-688136541,pl,Kapuś,
-688136541,pt_br,Dedo-duro,
-688136541,ru,«Стукач»,
-688136541,tr,Muhbir,
-688136541,zh_hans,“告密者”,
-688136541,zh_hant,告密者,
1225943433,de,Matriarchin,
1225943433,es,Matriarca,
1225943433,fr,Matriarche,
1225943433,it,Matriarca,
1225943433,ja,マトリアーク,
1225943433,ko,마트리아크,
1225943433,pl,Matriarchini,
1225943433,pt_br,Matriarca,
1225943433,ru,«Матриарх»,
1225943433,tr,Maderşah,
1225943433,zh_hans,“族母”,
1225943433,zh_hant,女族長,
-352140120,de,Zecke,
-352140120,es,Garrapata,
-352140120,fr,Tique,
-352140120,it,Pulce,
-352140120,ja,チック,
-352140120,ko,틱,
-352140120,pl,Kleszcz,
-352140120,pt_br,Carrapato,
-352140120,ru,«Клещ»,
-352140120,tr,Kene,
-352140120,zh_hans,“跳蚤”,
-352140120,zh_hant,蜱蟲,
913532953,de,Geschützturm,
913532953,es,Torreta,
913532953,fr,Tourelle,
913532953,it,Torretta,
913532953,ja,タレット,
913532953,ko,포탑,
913532953,pl,Wieżyczka,
913532953,pt_br,Torreta,
913532953,ru,«Турель»,
913532953,tr,Taret,
913532953,zh_hans,“炮塔”,
913532953,zh_hant,砲塔,
54581186,de,Lager,
54581186,es,Alijo,
54581186,fr,Réserve,
54581186,it,Deposito,
54581186,ja,保管庫,
54581186,ko,보관함,
54581186,pl,Skrytka,
54581186,pt_br,Armazenamento,
54581186,ru,Хранилище,
54581186,tr,Zula,
54581186,zh_hans,储备箱,
54581186,zh_hant,儲藏箱,
-379442490,de,Lager,
-379442490,es,Alijo,
-379442490,fr,Réserve,
-379442490,it,Deposito,
-379442490,ja,保管庫,
-379442490,ko,보관함,
-379442490,pl,Skrytka,
-379442490,pt_br,Armazenamento,
-379442490,ru,Хранилище,
-379442490,tr,Zula,
-379442490,zh_hans,储备箱,
-379442490,zh_hant,儲藏箱,
-1966427791,de,Lager,
-1966427791,es,Alijo,
-1966427791,fr,Réserve,
-1966427791,it,Deposito,
-1966427791,ja,保管庫,
-1966427791,ko,보관함,
-1966427791,pl,Skrytka,
-1966427791,pt_br,Armazenamento,
-1966427791,ru,Хранилище,
-1966427791,tr,Zula,
-1966427791,zh_hans,储备箱,
-1966427791,zh_hant,儲藏箱,
935293732,de,Lager,
935293732,es,Alijo,
935293732,fr,Réserve,
935293732,it,Deposito,
935293732,ja,保管庫,
935293732,ko,보관함,
935293732,pl,Skrytka,
935293732,pt_br,Armazenamento,
935293732,ru,Хранилище,
935293732,tr,Zula,
935293732,zh_hans,储备箱,
935293732,zh_hant,儲藏箱,
-1773924766,de,Lager,
-1773924766,es,Alijo,
-1773924766,fr,Réserve,
-1773924766,it,Deposito,
-1773924766,ja,保管庫,
-1773924766,ko,보관함,
-1773924766,pl,Skrytka,
-1773924766,pt_br,Armazenamento,
-1773924766,ru,Хранилище,
-1773924766,tr,Zula,
-1773924766,zh_hans,储备箱,
-1773924766,zh_hant,儲藏箱,
282172005,de,Lager,
282172005,es,Alijo,
282172005,fr,Réserve,
282172005,it,Deposito,
282172005,ja,保管庫,
282172005,ko,보관함,
282172005,pl,Skrytka,
282172005,pt_br,Armazenamento,
282172005,ru,Хранилище,
282172005,tr,Zula,
282172005,zh_hans,储备箱,
282172005,zh_hant,儲藏箱,
129937576,es,Aumento,
129937576,fr,Module,
129937576,it,Potenziamento,
129937576,ja,オーグメント,
129937576,ko,증강물,
129937576,pl,Przeróbka,
129937576,pt_br,Aperfeiçoamento,
129937576,ru,Усилитель,
129937576,tr,Yükseltici,
129937576,zh_hans,强化,
129937576,zh_hant,強化,
952446854,de,Lager,
952446854,es,Alijo,
952446854,fr,Réserve,
952446854,it,Deposito,
952446854,ja,保管庫,
952446854,ko,보관함,
952446854,pl,Skrytka,
952446854,pt_br,Armazenamento,
952446854,ru,Хранилище,
952446854,tr,Zula,
952446854,zh_hans,储备箱,
952446854,zh_hant,儲藏箱,
-205714511,de,Lager,
-205714511,es,Alijo,
-205714511,fr,Réserve,
-205714511,it,Deposito,
-205714511,ja,保管庫,
-205714511,ko,보관함,
-205714511,pl,Skrytka,
-205714511,pt_br,Armazenamento,
-205714511,ru,Хранилище,
-205714511,tr,Zula,
-205714511,zh_hans,储备箱,
-205714511,zh_hant,儲藏箱,
-449948883,de,Lager,
-449948883,es,Alijo,
-449948883,fr,Réserve,
-449948883,it,Deposito,
-449948883,ja,保管庫,
-449948883,ko,보관함,
-449948883,pl,Skrytka,
-449948883,pt_br,Armazenamento,
-449948883,ru,Хранилище,
-449948883,tr,Zula,
-449948883,zh_hans,储备箱,
-449948883,zh_hant,儲藏箱,
-2121050171,de,Lager,
-2121050171,es,Alijo,
-2121050171,fr,Réserve,
-2121050171,it,Deposito,
-2121050171,ja,保管庫,
-2121050171,ko,보관함,
-2121050171,pl,Skrytka,
-2121050171,pt_br,Armazenamento,
-2121050171,ru,Хранилище,
-2121050171,tr,Zula,
-2121050171,zh_hans,储备箱,
-2121050171,zh_hant,儲藏箱,
-729631616,de,Schild,
-729631616,es,Escudo,
-729631616,fr,Bouclier,
-729631616,it,Scudo,
-729631616,ja,シールド,
-729631616,ko,실드,
-729631616,pl,Osłona,
-729631616,pt_br,Escudo,
-729631616,ru,Щит,
-729631616,tr,Kalkan,
-729631616,zh_hans,护盾,
-729631616,zh_hant,護盾,
1185506783,de,Schwerer Schild,
1185506783,es,Escudo pesado,
1185506783,fr,Bouclier lourd,
1185506783,it,Scudo pesante,
1185506783,ja,大型シールド,
1185506783,ko,중량 실드,
1185506783,pl,Ciężka osłona,
1185506783,pt_br,Escudo Pesado,
1185506783,ru,Тяжелый щит,
1185506783,tr,Ağır Kalkan,
1185506783,zh_hans,重型护盾,
1185506783,zh_hant,重型護盾,
-1537698006,de,Leichter Schild,
-1537698006,es,Escudo ligero,
-1537698006,fr,Bouclier léger,
-1537698006,it,Scudo leggero,
-1537698006,ja,小型シールド,
-1537698006,ko,경량 실드,
-1537698006,pl,Lekka osłona,
-1537698006,pt_br,Escudo Leve,
-1537698006,ru,Легкий щит,
-1537698006,tr,Hafif Kalkan,
-1537698006,zh_hans,轻型护盾,
-1537698006,zh_hant,輕型護盾,
719434862,de,Mittlerer Schild,
719434862,es,Escudo mediano,
719434862,fr,Bouclier moyen,
719434862,it,Scudo medio,
719434862,ja,中型シールド,
719434862,ko,준중량 실드,
719434862,pl,Średnia osłona,
719434862,pt_br,Escudo Médio,
719434862,ru,Средний щит,
719434862,tr,Orta Kalkan,
719434862,zh_hans,中型护盾,
719434862,zh_hant,中型護盾,
-875777364,es,Aumento,
-875777364,fr,Module,
-875777364,it,Potenziamento,
-875777364,ja,オーグメント,
-875777364,ko,증강물,
-875777364,pl,Przeróbka,
-875777364,pt_br,Aperfeiçoamento,
-875777364,ru,Усилитель,
-875777364,tr,Yükseltici,
-875777364,zh_hans,强化,
-875777364,zh_hant,強化,
662320250,de,Schnelleinsatz,
662320250,es,Uso rápido,
662320250,fr,Utilisation rapide,
662320250,it,Uso rapido,
662320250,ja,クイック使用,
662320250,ko,빠른 사용,
662320250,pl,Szybkie użycie,
662320250,pt_br,Uso Rápido,
662320250,ru,Быстрое использование,
662320250,tr,Hızlı Kullanım,
662320250,zh_hans,快速使用,
662320250,zh_hant,快速使用,
1251573558,de,Schnelleinsatz,
1251573558,es,Uso rápido,
1251573558,fr,Utilisation rapide,
1251573558,it,Uso rapido,
1251573558,ja,クイック使用,
1251573558,ko,빠른 사용,
1251573558,pl,Szybkie użycie,
1251573558,pt_br,Uso Rápido,
1251573558,ru,Быстрое использование,
1251573558,tr,Hızlı Kullanım,
1251573558,zh_hans,快速使用,
1251573558,zh_hant,快速使用,
-385059589,de,Wertlose Gegenstände,
-385059589,es,Quincallas,
-385059589,fr,Babioles,
-385059589,it,Gingilli,
-385059589,ja,ガラクタ,
-385059589,ko,잡화,
-385059589,pl,Błyskotki,
-385059589,pt_br,Bugigangas,
-385059589,ru,Безделушки,
-385059589,tr,Ivır Zıvırlar,
-385059589,zh_hans,小物件,
-385059589,zh_hant,飾品,
-22259425,de,Gebrauchsgüter,
-22259425,es,Utilidad,
-22259425,fr,Utilitaires,
-22259425,it,Oggetti utili,
-22259425,ja,ユーティリティ,
-22259425,ko,유틸리티,
-22259425,pl,Użytkowe,
-22259425,pt_br,Utilitários,
-22259425,ru,Вспомогательные средства,
-22259425,tr,Aletler,
-22259425,zh_hans,工具,
-22259425,zh_hant,功能物品,
-620731692,de,Schusswaffe,
-620731692,es,Arma de fuego,
-620731692,fr,Arme à feu,
-620731692,it,Arma da fuoco,
-620731692,ja,銃器,
-620731692,ko,총기,
-620731692,pl,Broń palna,
-620731692,pt_br,Arma de Fogo,
-620731692,ru,Огнестрельное оружие,
-620731692,tr,Ateşli Silah,
-620731692,zh_hans,枪械,
-620731692,zh_hant,槍枝,
958345526,de,Mobilitäts-Gadget,
958345526,es,Artilugio de movilidad,
958345526,fr,Gadget de mobilité,
958345526,it,Gadget mobilità,
958345526,ja,モビリティ・ガジェット,
958345526,ko,기동성 가젯,
958345526,pl,Gadżet (mobilność),
958345526,pt_br,Acessório de Mobilidade,
958345526,ru,Гаджет для подвижности,
958345526,tr,Hareket Cihazı,
958345526,zh_hans,机动性小道具,
958345526,zh_hant,機動道具,
-3680536,de,Sicherheitstasche,
-3680536,es,Bolsillo seguro,
-3680536,fr,Poche sécurisée,
-3680536,it,Spazio sicuro,
-3680536,ja,安全ポケット,
-3680536,ko,안전 포켓,
-3680536,pl,Bezpieczna kieszeń,
-3680536,pt_br,Bolso seguro,
-3680536,ru,Потайной карман,
-3680536,tr,Güvenli Cep,
-3680536,zh_hans,安全口袋,
-3680536,zh_hant,安全口袋,
2116860288,de,Sicherheitstasche,
2116860288,es,Bolsillo seguro,
2116860288,fr,Poche sécurisée,
2116860288,it,Spazio sicuro,
2116860288,ja,安全ポケット,
2116860288,ko,안전 포켓,
